Date,Origin Movement ID,Destination Movement ID,Origin Display Name,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
2019-03-31,3396,3603,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA","Embarcadero, San Francisco, CA",1224.0,929.0,1612.0,,,,,,,,,,,,,,,
2019-03-31,3396,3692,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA","2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1468.0,1191.0,1809.0,,,,1484.0,1238.0,1779.0,1503.0,1158.0,1952.0,,,,,,
2019-03-31,3396,3760,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA","Powell BART Station, Market St and Powell St, San Francisco, CA",1290.0,1097.0,1518.0,,,,1380.0,1197.0,1590.0,1226.0,1080.0,1391.0,,,,,,
2019-03-31,3603,3394,"Embarcadero, San Francisco, CA","Fisherman's Wharf, San Francisco, CA",648.0,501.0,838.0,511.0,420.0,621.0,713.0,546.0,931.0,658.0,532.0,813.0,669.0,519.0,862.0,,,
2019-03-31,3603,3396,"Embarcadero, San Francisco, CA","The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1159.0,929.0,1447.0,,,,,,,1305.0,1092.0,1561.0,,,,,,
2019-03-31,3603,3792,"Embarcadero, San Francisco, CA","Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",483.0,355.0,658.0,374.0,310.0,452.0,549.0,422.0,713.0,467.0,345.0,632.0,509.0,364.0,712.0,430.0,329.0,561.0
2019-03-31,3692,3394,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA","Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",839.0,618.0,1140.0,717.0,613.0,838.0,885.0,658.0,1192.0,949.0,722.0,1247.0,642.0,543.0,758.0,609.0,457.0,812.0
2019-03-31,3692,3396,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA","The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1253.0,1045.0,1503.0,,,,,,,1301.0,1085.0,1560.0,,,,,,
2019-03-31,3692,3792,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA","Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",395.0,248.0,629.0,352.0,243.0,512.0,552.0,304.0,1002.0,356.0,224.0,563.0,387.0,265.0,565.0,368.0,243.0,558.0
2019-03-31,3760,3394,"Powell BART Station, Market St and Powell St, San Francisco, CA","Fisherman's Wharf, San Francisco, CA",878.0,671.0,1150.0,800.0,625.0,1025.0,876.0,682.0,1124.0,917.0,696.0,1208.0,755.0,607.0,941.0,,,
2019-03-31,3760,3396,"Powell BART Station, Market St and Powell St, San Francisco, CA","The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1204.0,988.0,1467.0,,,,,,,1249.0,1027.0,1519.0,,,,,,
2019-03-31,3760,3792,"Powell BART Station, Market St and Powell St, San Francisco, CA","Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",575.0,415.0,796.0,,,,,,,581.0,395.0,854.0,615.0,518.0,730.0,,,
2019-03-31,3792,3603,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA","Embarcadero, San Francisco, CA",397.0,296.0,532.0,327.0,271.0,393.0,426.0,303.0,600.0,381.0,301.0,482.0,422.0,298.0,598.0,,,
2019-03-31,3792,3692,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA","2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",388.0,265.0,570.0,420.0,292.0,604.0,372.0,243.0,569.0,411.0,277.0,608.0,368.0,260.0,521.0,,,
2019-03-31,3792,3760,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA","Powell BART Station, Market St and Powell St, San Francisco, CA",671.0,529.0,851.0,,,,674.0,530.0,856.0,686.0,581.0,809.0,,,,,,
